"","index","country","organisation","unit","subgroup","date","hhsize","hhchildren","partner"
"1551",1608,"South Sudan","World Vision","Camp","Host_community_HH",2022-12-08,4,2,"South Sudan World Vision"
"1552",1609,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,7,5,"Burkina Terres des Hommes"
"1553",1610,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,8,4,"Burkina Terres des Hommes"
"1554",1611,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,9,7,"Burkina Terres des Hommes"
"1555",1612,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,5,3,"Burkina Terres des Hommes"
"1556",1613,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,8,5,"Burkina Terres des Hommes"
"1557",1614,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,4,2,"Burkina Terres des Hommes"
"1558",1615,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,9,6,"Burkina Terres des Hommes"
"1559",1616,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,9,6,"Burkina Terres des Hommes"
"1560",1617,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,7,4,"Burkina Terres des Hommes"
"1561",1618,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-01,6,2,"Burkina ChildFund"
"1562",1619,"Burkina","ChildFund","Neighbourhood/_quarter","Host_community_HH",2022-12-06,6,3,"Burkina ChildFund"
"1563",1620,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-01,5,2,"Burkina ChildFund"
"1564",1621,"Burkina","ChildFund","Village","Host_community_HH",2022-12-02,4,2,"Burkina ChildFund"
"1565",1622,"Burkina","ChildFund","Neighbourhood/_quarter","Host_community_HH",2022-12-06,5,3,"Burkina ChildFund"
"1566",1623,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-04,7,4,"Burkina ChildFund"
"1567",1624,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-04,6,3,"Burkina ChildFund"
"1568",1625,"Burkina","ChildFund","Neighbourhood/_quarter","Host_community_HH",2022-12-06,6,3,"Burkina ChildFund"
"1569",1627,"Burkina","ChildFund","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-06,4,2,"Burkina ChildFund"
"1570",1628,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-06,6,4,"Burkina ChildFund"
"1571",1629,"Burkina","ChildFund","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-06,4,1,"Burkina ChildFund"
"1572",1630,"Burkina","ChildFund","Village","Host_community_HH",2022-12-07,5,2,"Burkina ChildFund"
"1573",1631,"Burkina","ChildFund","Village","Host_community_HH",2022-12-07,7,4,"Burkina ChildFund"
"1574",1632,"Burkina","ChildFund","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-06,5,1,"Burkina ChildFund"
"1575",1633,"Burkina","ChildFund","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-06,5,2,"Burkina ChildFund"
"1576",1634,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-07,7,3,"Burkina ChildFund"
"1577",1635,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-01,8,2,"Burkina ChildFund"
"1578",1636,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-03,10,5,"Burkina ChildFund"
"1579",1637,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-03,6,2,"Burkina ChildFund"
"1580",1638,"Bangladesh","ChildFund","Village","Internally_displaced_HH",2022-12-04,8,4,"Bangladesh ChildFund"
"1581",1639,"Burkina","ChildFund","Village","Host_community_HH",2022-12-02,6,3,"Burkina ChildFund"
"1582",1640,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-03,6,4,"Burkina ChildFund"
"1583",1641,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-04,6,3,"Burkina ChildFund"
"1584",1642,"Burkina","ChildFund","Village","Host_community_HH",2022-12-04,8,4,"Burkina ChildFund"
"1585",1643,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-06,7,3,"Burkina ChildFund"
"1586",1644,"Burkina","ChildFund","Village","Host_community_HH",2022-12-06,7,4,"Burkina ChildFund"
"1587",1645,"Burkina","ChildFund","Village","Host_community_HH",2022-12-07,8,4,"Burkina ChildFund"
"1588",1646,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-08,6,2,"Burkina ChildFund"
"1589",1647,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,5,3,"South Sudan World Vision"
"1590",1648,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,6,3,"South Sudan World Vision"
"1591",1649,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,6,4,"South Sudan World Vision"
"1592",1650,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,8,6,"South Sudan World Vision"
"1593",1651,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,7,5,"South Sudan World Vision"
"1594",1652,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,6,4,"South Sudan World Vision"
"1595",1653,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,8,4,"South Sudan World Vision"
"1596",1654,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,3,1,"South Sudan World Vision"
"1597",1655,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,3,"South Sudan World Vision"
"1598",1656,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,5,3,"South Sudan World Vision"
"1599",1657,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,2,"South Sudan World Vision"
"1600",1658,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,9,8,"South Sudan World Vision"
"1601",1659,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,3,"South Sudan World Vision"
"1602",1660,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-06,3,2,"South Sudan World Vision"
"1603",1661,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-06,9,7,"South Sudan World Vision"
"1604",1662,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,6,3,"South Sudan World Vision"
"1605",1663,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,5,3,"South Sudan World Vision"
"1606",1664,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,9,7,"South Sudan World Vision"
"1607",1665,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,6,4,"South Sudan World Vision"
"1608",1666,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,3,1,"South Sudan World Vision"
"1609",1667,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-07,5,3,"South Sudan World Vision"
"1610",1668,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,6,4,"South Sudan World Vision"
"1611",1669,"South Sudan","World Vision","Neighbourhood/_quarter","Host_community_HH",2022-12-07,4,3,"South Sudan World Vision"
"1612",1670,"South Sudan","World Vision","Neighbourhood/_quarter","Host_community_HH",2022-12-08,5,3,"South Sudan World Vision"
"1613",1671,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,3,1,"South Sudan World Vision"
"1614",1672,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,8,5,"South Sudan World Vision"
"1615",1673,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,5,2,"South Sudan World Vision"
"1616",1674,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,5,3,"South Sudan World Vision"
"1617",1675,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,2,"South Sudan World Vision"
"1618",1676,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,3,"South Sudan World Vision"
"1619",1677,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,3,1,"South Sudan World Vision"
"1620",1678,"South Sudan","World Vision","Neighbourhood/_quarter","Host_community_HH",2022-12-08,4,2,"South Sudan World Vision"
"1621",1679,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,7,5,"South Sudan World Vision"
"1622",1680,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,3,1,"South Sudan World Vision"
"1623",1681,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,4,2,"South Sudan World Vision"
"1624",1682,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,5,3,"South Sudan World Vision"
"1625",1683,"South Sudan","World Vision","Camp","Internally_displaced_HH",2022-12-08,4,2,"South Sudan World Vision"
"1626",1684,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,8,6,"South Sudan World Vision"
"1627",1685,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,6,5,"South Sudan World Vision"
"1628",1686,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,7,3,"South Sudan World Vision"
"1629",1687,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,4,3,"South Sudan World Vision"
"1630",1688,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,3,1,"South Sudan World Vision"
"1631",1689,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,5,4,"South Sudan World Vision"
"1632",1690,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,6,5,"South Sudan World Vision"
"1633",1691,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,3,1,"South Sudan World Vision"
"1634",1692,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,6,3,"South Sudan World Vision"
"1635",1693,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,7,4,"South Sudan World Vision"
"1636",1694,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,5,4,"South Sudan World Vision"
"1637",1695,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,3,2,"South Sudan World Vision"
"1638",1696,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,6,3,"South Sudan World Vision"
"1639",1697,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,5,3,"South Sudan World Vision"
"1640",1698,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,4,3,"South Sudan World Vision"
"1641",1699,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,5,3,"South Sudan World Vision"
"1642",1700,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,5,3,"South Sudan World Vision"
"1643",1701,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,10,6,"South Sudan World Vision"
"1644",1702,"South Sudan","World Vision","Village","Host_community_HH",2022-12-08,10,4,"South Sudan World Vision"
"1645",1703,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,4,1,"South Sudan World Vision"
"1646",1704,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,10,7,"South Sudan World Vision"
"1647",1705,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,9,6,"South Sudan World Vision"
"1648",1706,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,8,6,"South Sudan World Vision"
"1649",1707,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,5,3,"South Sudan World Vision"
"1650",1708,"South Sudan","World Vision","Village","Host_community_HH",2022-12-07,6,4,"South Sudan World Vision"
"1651",1709,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1652",1710,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,8,6,"Burkina Terres des Hommes"
"1653",1711,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1654",1712,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,8,4,"Burkina Terres des Hommes"
"1655",1713,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1656",1714,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,6,"Burkina Terres des Hommes"
"1657",1715,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,9,6,"Burkina Terres des Hommes"
"1658",1716,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,5,1,"Burkina Terres des Hommes"
"1659",1717,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,8,5,"Burkina Terres des Hommes"
"1660",1718,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,17,10,"Burkina Terres des Hommes"
"1661",1719,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,7,2,"Burkina Terres des Hommes"
"1662",1720,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,12,3,"Burkina Terres des Hommes"
"1663",1721,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,5,"Burkina Terres des Hommes"
"1664",1722,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,7,"Burkina Terres des Hommes"
"1665",1723,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,4,"Burkina Terres des Hommes"
"1666",1724,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,5,"Burkina Terres des Hommes"
"1667",1725,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,7,4,"Burkina Terres des Hommes"
"1668",1726,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,6,3,"Burkina Terres des Hommes"
"1669",1727,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,7,5,"Burkina Terres des Hommes"
"1670",1728,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,6,4,"Burkina Terres des Hommes"
"1671",1729,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,7,5,"Burkina Terres des Hommes"
"1672",1730,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,7,5,"Burkina Terres des Hommes"
"1673",1731,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,5,3,"Burkina Terres des Hommes"
"1674",1732,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,3,1,"Burkina Terres des Hommes"
"1675",1733,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1676",1734,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,5,2,"Burkina Terres des Hommes"
"1677",1735,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,4,2,"Burkina Terres des Hommes"
"1678",1736,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,4,3,"Burkina Terres des Hommes"
"1679",1737,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1680",1738,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1681",1739,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1682",1740,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,7,4,"Burkina Terres des Hommes"
"1683",1741,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1684",1742,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,6,3,"Burkina Terres des Hommes"
"1685",1743,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-08,4,2,"Burkina Terres des Hommes"
"1686",1744,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,4,2,"Burkina Terres des Hommes"
"1687",1745,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,3,2,"Burkina Terres des Hommes"
"1688",1746,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,3,1,"Burkina Terres des Hommes"
"1689",1747,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,3,1,"Burkina Terres des Hommes"
"1690",1748,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,2,1,"Burkina Terres des Hommes"
"1691",1749,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1692",1750,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1693",1751,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1694",1752,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,2,1,"Burkina Terres des Hommes"
"1695",1753,"Burkina","ChildFund","Village","Internally_displaced_HH",2022-12-10,3,1,"Burkina ChildFund"
"1696",1754,"Ethiopia","ChildFund","Village","Host_community_HH",2022-11-28,3,1,"Ethiopia ChildFund"
"1697",1755,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-10,7,2,"Burkina Terres des Hommes"
"1698",1756,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1699",1757,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-10,4,1,"Burkina Terres des Hommes"
"1700",1758,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1701",1759,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,5,"Burkina Terres des Hommes"
"1702",1760,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,12,7,"Burkina Terres des Hommes"
"1703",1761,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,5,3,"Burkina Terres des Hommes"
"1704",1762,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,1,"Burkina Terres des Hommes"
"1705",1763,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,9,4,"Burkina Terres des Hommes"
"1706",1764,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,5,1,"Burkina Terres des Hommes"
"1707",1765,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,5,1,"Burkina Terres des Hommes"
"1708",1766,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,13,8,"Burkina Terres des Hommes"
"1709",1767,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,7,5,"Burkina Terres des Hommes"
"1710",1768,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,1,"Burkina Terres des Hommes"
"1711",1769,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,8,1,"Burkina Terres des Hommes"
"1712",1770,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,10,6,"Burkina Terres des Hommes"
"1713",1771,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,6,2,"Burkina Terres des Hommes"
"1714",1772,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,5,1,"Burkina Terres des Hommes"
"1715",1773,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,7,3,"Burkina Terres des Hommes"
"1716",1774,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1717",1775,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,8,4,"Burkina Terres des Hommes"
"1718",1776,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,10,6,"Burkina Terres des Hommes"
"1719",1777,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1720",1778,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,6,4,"Burkina Terres des Hommes"
"1721",1779,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,10,6,"Burkina Terres des Hommes"
"1722",1780,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,8,6,"Burkina Terres des Hommes"
"1723",1781,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,6,3,"Burkina Terres des Hommes"
"1724",1782,"Ethiopia","ChildFund","Camp","Internally_displaced_HH",2022-12-10,6,3,"Ethiopia ChildFund"
"1725",1783,"Ethiopia","ChildFund","Camp","Internally_displaced_HH",2022-12-10,4,2,"Ethiopia ChildFund"
"1726",1784,"Ethiopia","ChildFund","Camp","Internally_displaced_HH",2022-12-10,5,1,"Ethiopia ChildFund"
"1727",1785,"Ethiopia","ChildFund","Camp","Internally_displaced_HH",2022-12-10,3,2,"Ethiopia ChildFund"
"1728",1786,"Ethiopia","ChildFund","Camp","Internally_displaced_HH",2022-12-10,4,3,"Ethiopia ChildFund"
"1729",1787,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-08,13,4,"Burkina Terres des Hommes"
"1730",1788,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-08,15,6,"Burkina Terres des Hommes"
"1731",1789,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-08,9,3,"Burkina Terres des Hommes"
"1732",1790,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Host_community_HH",2022-12-08,12,4,"Burkina Terres des Hommes"
"1733",1791,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-08,14,5,"Burkina Terres des Hommes"
"1734",1792,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-08,15,9,"Burkina Terres des Hommes"
"1735",1793,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-09,8,2,"Burkina Terres des Hommes"
"1736",1794,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,11,6,"Burkina Terres des Hommes"
"1737",1795,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,8,4,"Burkina Terres des Hommes"
"1738",1796,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,7,2,"Burkina Terres des Hommes"
"1739",1797,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,9,4,"Burkina Terres des Hommes"
"1740",1798,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,7,4,"Burkina Terres des Hommes"
"1741",1799,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,8,5,"Burkina Terres des Hommes"
"1742",1800,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,4,2,"Burkina Terres des Hommes"
"1743",1801,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,15,6,"Burkina Terres des Hommes"
"1744",1802,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,9,6,"Burkina Terres des Hommes"
"1745",1803,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,9,5,"Burkina Terres des Hommes"
"1746",1804,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,13,8,"Burkina Terres des Hommes"
"1747",1805,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,14,7,"Burkina Terres des Hommes"
"1748",1806,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,14,12,"Burkina Terres des Hommes"
"1749",1807,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,13,7,"Burkina Terres des Hommes"
"1750",1808,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,8,5,"Burkina Terres des Hommes"
"1751",1809,"Burkina","Terres des Hommes","Neighbourhood/_quarter","Internally_displaced_HH",2022-12-11,10,6,"Burkina Terres des Hommes"
"1752",1810,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1753",1811,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,6,3,"Burkina Terres des Hommes"
"1754",1812,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1755",1813,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1756",1814,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,6,3,"Burkina Terres des Hommes"
"1757",1815,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1758",1816,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1759",1817,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,6,4,"Burkina Terres des Hommes"
"1760",1818,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,4,2,"Burkina Terres des Hommes"
"1761",1819,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,4,2,"Burkina Terres des Hommes"
"1762",1820,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,4,"Burkina Terres des Hommes"
"1763",1821,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-09,5,3,"Burkina Terres des Hommes"
"1764",1822,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1765",1823,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,2,1,"Burkina Terres des Hommes"
"1766",1824,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1767",1825,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1768",1826,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,3,1,"Burkina Terres des Hommes"
"1769",1827,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1770",1828,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,4,1,"Burkina Terres des Hommes"
"1771",1829,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,1,"Burkina Terres des Hommes"
"1772",1830,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,2,1,"Burkina Terres des Hommes"
"1773",1831,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1774",1832,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,3,1,"Burkina Terres des Hommes"
"1775",1833,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,3,1,"Burkina Terres des Hommes"
"1776",1834,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,8,5,"Burkina Terres des Hommes"
"1777",1835,"Burkina","Terres des Hommes","Village","Internally_displaced_HH",2022-12-10,9,5,"Burkina Terres des Hommes"
"1778",1836,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,3,"Burkina Terres des Hommes"
"1779",1837,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,4,"Burkina Terres des Hommes"
"1780",1838,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,10,5,"Burkina Terres des Hommes"
"1781",1839,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,2,"Burkina Terres des Hommes"
"1782",1840,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,7,3,"Burkina Terres des Hommes"
"1783",1841,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,4,2,"Burkina Terres des Hommes"
"1784",1842,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,6,4,"Burkina Terres des Hommes"
"1785",1843,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,3,2,"Burkina Terres des Hommes"
"1786",1844,"Burkina","Terres des Hommes","Village","Host_community_HH",2022-12-10,8,5,"Burkina Terres des Hommes"
